Molecule List,Molecule,Mean Best Retention Time,Stdev Best Retention Time,Cv Best Retention Time,Mean Total Area,Stdev Total Area,Cv Total Area,Precursor Mz,Precursor Adduct,9- Sum Total Area,11- Sum Total Area,13- Sum Total Area,15- Sum Total Area,18- Sum Total Area,20- Sum Total Area,22- Sum Total Area,24- Sum Total Area,26 Sum Total Area
TG,TG(16:0_14:0_15:0),23.3,0.04,0.20%,30708068,19140756,62.30%,782.723217,[M+NH4],14121450,910373,8670383,48672148,30904028,28847962,51603240,42328004,50315020
PC,PC(O-42:6),17.61,0.02,0.10%,8279691,5172322,62.50%,848.652768,[M+H],1355263,10973997,2561676,14607302,5002307,5917620,12132893,6494344,15471820
TG,TG(18:4_16:1_16:1),22.52,0.01,0%,22156274,13870870,62.60%,823.681017,[M+H],#N/A,#N/A,#N/A,#N/A,31964460,12348088,#N/A,#N/A,#N/A
PC,PC(33:2),14.01,0.04,0.30%,129852854,81357558,62.70%,744.553782,[M+H],176894752,156712256,188643168,71289440,4665053,2557882,170974512,207090592,189848032
Hex1Cer,Hex1Cer(d18:2_19:1)+O:(s),15.26,0.01,0.10%,2215161,1389813,62.70%,754.582759,[M+H],864835,1216421,#N/A,3612009,4338010,1427920,#N/A,1124102,2922831
PE,PE(16:0_16:1),15.51,0.13,0.80%,16361356,10312130,63%,690.506832,[M+H],11864497,#N/A,3422747,33920344,20495888,12042257,#N/A,#N/A,16422400
TG,TG(3:0_6:0_18:1),8.94,0.02,0.30%,13568275,8554232,63%,533.38126,[M+Na],3310059,20359700,1005524,17867990,3694193,20174198,15763620,23831288,16107901
PC,PC(35:6),15,0.03,0.20%,3845808,2430116,63.20%,764.522482,[M+H],429848,3291023,2991789,6609025,3761036,1503682,6598045,2231208,7196620
TG,TG(27:4_9:0_18:2),22.86,0.03,0.10%,134469918,85101015,63.30%,896.770167,[M+NH4],35221220,195052560,32569104,#N/A,65733504,215558848,194756736,202397456,#N/A
TG,TG(25:0_18:3),20.79,0.02,0.10%,4610778,2929604,63.50%,748.644966,[M+NH4],576475,3737479,1695710,6739419,2529727,2893062,8677098,7159654,7488380
PE,PE(O-16:2_16:0),14.72,0.03,0.20%,16639430,10575167,63.60%,674.511917,[M+H],14691698,12382603,8704742,#N/A,2207242,29165456,17871906,31452366,#N/A
TG,TG(15:0_16:0_16:1),23.49,0.04,0.20%,20990809,13360311,63.60%,808.738867,[M+NH4],40970208,15357889,15120427,#N/A,27065422,6440099,#N/A,#N/A,#N/A
TG,TG(17:0_16:0_18:1),25.02,0.07,0.30%,21516035,13691216,63.60%,864.801467,[M+NH4],18103162,18396142,21164386,57275700,18176188,17844684,15316038,11078073,16289938
LBPA,LBPA(15:0_17:3),7.12,0.03,0.40%,1746338,1114431,63.80%,734.496661,[M+NH4],1035029,92908,338978,2305550,2166966,1200295,2482698,3054933,3039686
TG,TG(13:0_14:0_16:0),22.78,0.08,0.30%,40504864,26017206,64.20%,754.691916,[M+NH4],47892508,47377456,51180140,87422840,57963796,39314076,19344190,5975346,8073426
PI,PI(34:0),15.55,0.02,0.10%,5877800,3771210,64.20%,856.590956,[M+NH4],4821323,4626128,4518792,10338478,684562,642014,7923650,10667299,8677950
SM,SM(d36:4),14.58,0.03,0.20%,6652147,4278614,64.30%,725.559201,[M+H],9904352,3028990,2835125,#N/A,10894315,10823946,2426152,#N/A,#N/A
PA,PA(O-19:4_17:3),2.75,0.02,0.90%,35561108,22877773,64.30%,694.480617,[M+NH4],#N/A,5703373,40155512,#N/A,8383509,#N/A,47963692,57859440,53301120
PC,PC(40:7),14.35,0.02,0.10%,10890973,7027260,64.50%,832.585082,[M+H],1263478,13662245,5079599,14716805,14844599,11638609,18319620,40909,18452892
PC,PC(35:2),16.52,0.02,0.10%,33968489,21911886,64.50%,794.567027,[M+Na],25003368,28094332,24649794,22513454,10670245,34329132,85732832,25903026,48820216
PC,PC(38:4),16.11,0.02,0.10%,10728883,6939720,64.70%,832.582677,[M+Na],3870818,17793920,9513074,20574542,3766585,9510291,20136712,5060888,6333119
MePC,MePC(39:0),16.95,0.02,0.10%,2421182,1569276,64.80%,847.702457,[M+H],2140910,1621948,439205,3307494,3833549,2387461,9467,3215613,4834994
LPG,LPG(30:0),14.14,0.03,0.20%,3629316,2357325,65%,681.506497,[M+H],1271100,2345650,1840575,2538683,7242251,3589932,#N/A,#N/A,6577024
PC,PC(41:5),16.98,0.03,0.20%,2489017,1622297,65.20%,850.632032,[M+H],4073098,1417657,3855054,4243910,812782,1584913,4362727,1743229,307782
TG,TG(16:0_15:1_16:1),22.87,0.03,0.10%,40068534,26195153,65.40%,806.723217,[M+NH4],#N/A,72687448,48923044,#N/A,24629926,14033718,#N/A,#N/A,#N/A
PC,PC(33:1),14.35,0.07,0.50%,3546514,2322782,65.50%,768.551377,[M+Na],2014567,7470904,862623,4487213,4798168,340040,2459775,3895334,5590006
DG,DG(O-19:2),4.16,0.02,0.50%,4426365,2909958,65.70%,386.326485,[M+NH4],5089908,4994537,7266076,#N/A,#N/A,#N/A,#N/A,#N/A,354940
TG,TG(22:1_9:0)+OO:(s),7.15,0.02,0.30%,1605500,1056705,65.80%,616.478295,[M+NH4],554837,1868370,142896,1928366,202211,2403918,1778759,3005388,2564753
Hex1Cer,Hex1Cer(d18:3_24:0)+2O:(s),18.56,0.04,0.20%,6568900,4319304,65.80%,857.682474,[M+NH4],8765740,3481484,3835714,17049630,5420034,3006182,4690800,6412845,6457675
LPE,LPE(29:0),15.02,0.02,0.20%,10405288,6861189,65.90%,636.496267,[M+H],4628691,1975846,12232100,18265220,5067794,2823793,17217958,12698593,18737598
CerP,CerP(d36:0),16.48,0.02,0.10%,3021964,1991575,65.90%,648.532652,[M+H],2765251,#N/A,1958247,#N/A,5867986,3903028,615310,#N/A,#N/A
TG,TG(16:1_16:0),12.89,0.09,0.70%,5869982,3888417,66.20%,603.459511,[M+Na],4978924,2018119,1883724,10343692,2903462,3333025,6370936,12852754,8145208
PA,PA(15:0_16:1),13.95,0.03,0.20%,6995397,4633233,66.20%,650.475532,[M+NH4],4671957,2018145,6058786,15937542,8931269,10885086,6250228,7606858,598700
TG,TG(8:0_16:1_16:1),19.94,0.04,0.20%,3417278,2266470,66.30%,708.613666,[M+NH4],2311751,1275990,6626747,3001133,530762,4525875,#N/A,#N/A,5648687
TG,TG(23:2_16:0)+OO:(s),15.41,0.2,1.30%,20973016,13918473,66.40%,731.54324,[M+Na],17779500,510171,957035,30857184,25674994,33998260,21652918,#N/A,36354064
PC,PC(37:3),16.22,0.07,0.40%,24844367,16521738,66.50%,798.600732,[M+H],3355146,27800748,1332984,26061594,19024518,#N/A,34773136,36901764,49505048
TG,TG(3:0_15:0_15:0),11.8,0.02,0.10%,14462188,9614427,66.50%,597.508866,[M+H],5617755,9196794,#N/A,28870846,13857583,6006475,#N/A,#N/A,23223674
TG,TG(23:2_16:1)+O:(s),17.41,0.02,0.10%,4041171,2692426,66.60%,708.577281,[M+NH4],930500,2079922,2237137,2544193,3835822,2743039,6211817,9087070,6701041
DG,DG(O-28:2),11.97,0.01,0.10%,3960959,2641366,66.70%,512.467336,[M+NH4],5162667,7236688,3154690,5337160,7673248,1118929,3937987,48277,1978989
SM,SM(d43:2),19.18,0.02,0.10%,4908359,3283366,66.90%,827.700052,[M+H],1755295,3197678,2592603,8116361,5657934,1540120,5535438,4172213,11607589
DG,DG(7:0_22:1),11.77,0.02,0.20%,2616880,1753864,67%,542.477901,[M+NH4],1579688,4103551,1519117,409179,2331890,743161,3039743,5594714,4230877
Cer,Cer(t20:1_16:0),16.44,0.02,0.20%,12420918,8366182,67.40%,564.535022,[M+H-H2O],3156792,3207700,7906101,19323952,6823043,7086044,20531498,24775186,18977942
MG,MG(O-21:5),2.99,0.03,1.10%,3699485,2496819,67.50%,377.305021,[M+H],2635590,3036041,4153979,7780186,383651,2204048,3548359,1960096,7593421
Cer,Cer(d18:0_14:0),14.51,0.06,0.40%,7655914,5175694,67.60%,512.503721,[M+H],2999410,7654498,4898202,#N/A,17635032,7318241,5430104,#N/A,#N/A
PA,PA(37:2),15.17,0.08,0.50%,4979417,3377591,67.80%,737.509177,[M+Na],3271381,6701313,1011271,10469249,4566679,3072103,#N/A,1909435,8833908
PC,PC(18:4_20:2),14.13,0.06,0.40%,16634949,11309087,68%,806.569432,[M+H],16880598,9606299,17793326,#N/A,34363016,4531506,#N/A,#N/A,#N/A
TG,TG(21:4_2:0_2:0),5.56,0.02,0.30%,3635541,2471358,68%,477.321065,[M+H],3890601,198222,176898,6395313,6633508,2206087,2657465,5277527,5284249
PE,PE(17:1_18:1),15.84,0.06,0.40%,35115341,23917532,68.10%,730.538132,[M+H],31813912,27368036,21031192,#N/A,79296368,2248349,#N/A,46227384,37822144
TG,TG(20:6_16:0_18:3),22.43,0.03,0.20%,9249573,6305146,68.20%,873.696667,[M+H],5017873,5512446,8692184,1703982,12411208,4623098,19431536,16604261,#N/A
TG,TG(16:0_16:1_16:1)+O:(s),20.27,0.04,0.20%,49910875,34225663,68.60%,836.733781,[M+NH4],88047560,22073428,18437292,89100520,21759138,28251420,#N/A,81706768,#N/A
DG,DG(O-15:1_21:4),16.99,0.03,0.20%,4787276,3295834,68.80%,618.545586,[M+NH4],1945263,2170397,2439409,2527665,2839888,5152407,10741018,9332983,5936458
PE,PE(16:2_18:2),13.32,0.04,0.30%,2096180,1454220,69.40%,712.491181,[M+H],1984259,2159742,119728,#N/A,1134246,2794189,4384918,#N/A,#N/A
TG,TG(16:0_17:0_16:1),23.91,0.18,0.70%,28429265,19807217,69.70%,836.770167,[M+NH4],993817,8559738,35620424,33289214,7553195,51413976,#N/A,42761716,47242044
TG,TG(16:0_18:2_20:4),23.09,0.03,0.10%,49540266,34526690,69.70%,896.770167,[M+NH4],#N/A,#N/A,#N/A,66866344,#N/A,9781447,#N/A,#N/A,71973008
Cer,Cer(d18:2_16:1),14.36,0.03,0.20%,3003466,2097770,69.80%,534.488071,[M+H],1127420,857884,678074,6106739,4550421,1213557,5403269,3767974,3325861
MG,MG(O-26:3),11.9,0.02,0.20%,2607887,1822406,69.90%,451.414572,[M+H],2009314,2200588,765104,3337524,2089411,284719,4445665,5730770,#N/A
TG,TG(2:0_16:0_18:1)+OO:(s),16.83,0.03,0.20%,15438595,10828484,70.10%,691.51194,[M+Na],20933958,11264283,4842059,32082716,1306693,8399775,17903946,26775332,#N/A
TG,TG(25:4_7:0_16:2),20.76,0.01,0.10%,17599178,12349808,70.20%,812.676266,[M+NH4],30275346,2531511,6844683,#N/A,6345202,#N/A,22178818,33326544,21692144
PA,PA(16:0_18:2),15.36,0.03,0.20%,1849644,1303946,70.50%,695.462227,[M+Na],3166388,#N/A,#N/A,#N/A,337580,2675863,#N/A,1218744,#N/A
TG,TG(5:0_16:1_16:1)+O:(s),17.34,0.04,0.30%,7260954,5126747,70.60%,682.56163,[M+NH4],3422775,2026089,14517914,10100101,2491895,1831906,10156860,6720168,14080881
TG,TG(14:0_16:1_17:1),22.94,0.1,0.40%,58036358,40964469,70.60%,806.723217,[M+NH4],#N/A,#N/A,#N/A,#N/A,15291741,61865548,#N/A,96951784,#N/A
Cer,Cer(d19:1_17:1),16.43,0.02,0.10%,11806631,8335462,70.60%,564.535021,[M+H],3156792,4850436,7906101,19323952,6823043,7086044,20531498,24775186,#N/A
TG,TG(14:0_26:6)+OO:(s),12.86,0.03,0.20%,2822925,1996252,70.70%,737.49629,[M+Na],4295238,321316,686428,4820009,2423772,1438976,2327181,6368551,2724855
Ch-D7,Ch-D7(),5.51,0.03,0.50%,14799537,10463588,70.70%,394.406079,[M7D+H],23221942,995604,23810806,3718286,22827932,4313387,6763483,26052656,21491738
PC,PC(38:6),13.91,0.02,0.10%,100804538,72002513,71.40%,806.569432,[M+H],5044495,6350552,21668650,169571616,113402664,113265536,171470720,125066800,181399808
DG,DG(O-27:2),10.94,0.02,0.20%,6145053,4386741,71.40%,498.451686,[M+NH4],5151629,14813834,3634940,6736663,11367961,1874423,6053467,1468576,4203985
PG,PG(O-18:0_18:4),12.07,0.03,0.20%,7567446,5426043,71.70%,774.564347,[M+NH4],7730370,1821434,2961938,6558741,5854042,10522337,13843425,17231636,1583091
TG,TG(16:2_16:2_18:2),22.13,0.23,1.10%,1800454,1294276,71.90%,840.707566,[M+NH4],437588,1307114,397607,2517981,404410,2999137,1337418,3187816,3615016
PI,PI(33:1),14.06,0.02,0.20%,5113636,3677053,71.90%,840.559656,[M+NH4],714788,4977625,155415,#N/A,3437929,9788799,7385780,4779537,9669214
Cer,Cer(d19:1_18:0),17.69,0.11,0.60%,2582192,1855375,71.90%,580.566321,[M+H],1069177,1843329,1339709,6142065,1113470,3078030,5028129,2490608,1135212
TG,TG(38:9_18:3)+O:(s),18.43,0.04,0.20%,14476699,10432923,72.10%,911.675932,[M+H],6906012,9989331,2428795,22116110,9811298,1297849,27040848,25488648,25211398
TG,TG(35:5_2:0),18.17,0.12,0.60%,4100360,2955548,72.10%,660.519766,[M+NH4],5984587,4723271,73004,#N/A,7470797,2250143,#N/A,#N/A,#N/A
PC,PC(35:3),14.65,0.04,0.30%,33158362,23979679,72.30%,770.569432,[M+H],22675110,23557466,23870830,#N/A,22906028,17776432,16915404,51562332,86003296
Cer,Cer(d18:1_16:1)+O:(s),14.68,0.03,0.20%,15687193,11334693,72.30%,552.498636,[M+H],949746,6130767,5637231,26752228,10115576,10523907,31225604,21316874,28532806
DG,DG(P-15:2_23:4),14.17,0.07,0.50%,1680166,1217397,72.50%,625.519037,[M+H],604700,1085062,1043139,2997505,2593137,452070,768757,3923244,1653884
TG,TG(16:0_14:1_16:1),22.54,0.06,0.30%,102048189,74135447,72.60%,792.707566,[M+NH4],93430320,80064848,94893880,#N/A,71793800,27325036,#N/A,#N/A,244781248
PC,PC(36:1),17.85,0.04,0.20%,23684757,17207470,72.70%,810.598327,[M+Na],16876822,#N/A,24209070,#N/A,7995518,16640524,#N/A,#N/A,52701852
PC,PC(16:0_18:2),15.3,0.02,0.10%,6089008400,4432300611,72.80%,758.569432,[M+H],#N/A,#N/A,#N/A,4814636032,#N/A,915345984,11521699840,7104351744,#N/A
TG,TG(14:0_16:0_17:0),24.18,0.07,0.30%,25196261,18352828,72.80%,810.754517,[M+NH4],#N/A,#N/A,14793623,#N/A,19016586,52547704,14427131,#N/A,#N/A
TG,TG(18:1_18:1_18:2)+O:(s),22.07,0.04,0.20%,8782380,6402744,72.90%,916.796382,[M+NH4],1770685,4282102,10300873,8978825,3378948,#N/A,22325742,10389532,8832337
DG,DG(O-28:7),8.81,0.09,1%,6220426,4568448,73.40%,502.389086,[M+NH4],10901959,62689,1585955,8649030,6774682,1240614,#N/A,10949364,9599114
PC,PC(O-32:0),16.56,0.03,0.20%,53117399,39023408,73.50%,720.590167,[M+H],7386891,34740872,38987868,99370752,43747720,48300008,2218602,102581848,100722032
PE,PE(P-18:1),2.87,0.02,0.60%,3766288,2777866,73.80%,478.292816,[M+H],566946,5532986,2162070,7850231,604102,1226691,4842540,3956568,7154459
Cer,Cer(d18:1_16:2),14.84,0.04,0.30%,3614351,2667185,73.80%,534.488071,[M+H],3251673,5902875,907301,#N/A,7040265,7054086,1390260,931269,2437077
PC,PC(O-19:4_19:1),16.27,0.05,0.30%,37749226,27986939,74.10%,794.605817,[M+H],9200994,35765948,10476427,#N/A,33536332,#N/A,#N/A,83124248,54391408
PC,PC(31:1),13.72,0.02,0.20%,7631529,5665709,74.20%,740.520076,[M+Na],14636283,#N/A,5117813,#N/A,7090220,53049,14837706,9095650,2589984
PC,PC(P-21:6_17:0),16.03,0.04,0.30%,8801988,6559667,74.50%,790.574517,[M+H],3825575,6049741,4525819,13610170,1960815,3416104,17208840,8683697,19937134
PE,PE(18:2_18:1),15.77,0.02,0.10%,13443939,10010381,74.50%,742.538132,[M+H],32839392,4008755,13715886,8350914,#N/A,7238132,24486346,8578450,8333642
PG,PG(17:0_15:0),14.74,0.04,0.20%,12603796,9407177,74.60%,740.543611,[M+NH4],1443366,6574546,9727391,1208845,18645350,6893344,26314818,21065070,21561434
MePC,MePC(25:7),3.85,0.03,0.80%,3962298,2958759,74.70%,637.373806,[M+H],3372688,138919,310638,5957747,5934361,348493,6735323,7110213,5752298
TG,TG(20:1_15:0)+OO:(s),16.15,0.02,0.10%,11054768,8269556,74.80%,672.540895,[M+NH4],3766169,19794436,2403582,8068008,465507,16859370,14394218,9482148,24259474
TG,TG(12:0_14:0_16:0),22.52,0.03,0.10%,85294020,64005060,75%,740.676266,[M+NH4],14388381,134460512,34764136,122646808,6051508,128392216,#N/A,#N/A,156354576
PC,PC(36:1),17.85,0.05,0.30%,273076221,205137132,75.10%,788.616382,[M+H],175050608,#N/A,290063456,#N/A,94155632,187851760,#N/A,#N/A,618259648
TG,TG(9:0_16:1_16:1)+O:(s),18.44,0.04,0.20%,4891086,3700991,75.70%,738.624231,[M+NH4],11076332,1812436,2908619,#N/A,5445264,3212781,#N/A,#N/A,#N/A
MG,MG(P-17:3),3.13,0.02,0.70%,4314743,3285073,76.10%,323.258071,[M+H],44735,852835,4791449,4832969,979599,3224303,7316768,7688476,9101556
TG,TG(O-27:5_29:7),20.82,0.03,0.10%,1885309,1437294,76.20%,898.728302,[M+NH4],1349912,266834,422664,3434526,2777572,327803,#N/A,3078643,3424523
PC,PC(O-31:1),17.67,0.03,0.20%,6163096,4702672,76.30%,704.558867,[M+H],4521934,1694155,450083,7254035,2660104,3673460,10802738,14130049,10281305
PE,PE(30:2),12.09,0.12,1%,1816767,1386127,76.30%,660.459881,[M+H],1170180,321922,1444563,4701426,208371,1321705,2245596,2025424,2911714
SM,SM(d43:8),12.88,0.07,0.50%,6555971,5022045,76.60%,815.606152,[M+H],11596119,852707,4467387,9723921,204556,988869,7381603,11431155,12357427
TG,TG(2:0_18:2_18:2)+OO:(s),14.75,0.2,1.40%,17710462,13592247,76.70%,713.49629,[M+Na],8253053,8562726,8126351,39558276,6092329,10155572,40952032,19508922,18184896
PI,PI(16:0_16:1),13.6,0.05,0.40%,5560378,4269115,76.80%,826.544005,[M+NH4],1135969,3819284,483653,8853073,7056218,929952,6525148,12940736,8299371
PC,PC(18:2_18:2),14.18,0.03,0.20%,310845253,239484756,77%,782.569432,[M+H],#N/A,142873216,#N/A,#N/A,641117120,159729216,119216952,491289760,#N/A
MG,MG(P-27:8),2.5,0.03,1.10%,6927782,5333212,77%,453.336321,[M+H],7520014,1957386,279974,8132654,8611914,8671511,10876346,14141,16286098
TG,TG(36:4_18:3)+O:(s),20.33,0.08,0.40%,15311498,11816120,77.20%,910.749431,[M+NH4],4679908,6903074,25916212,25788856,1397922,23331490,#N/A,4866880,29607640
TG,TG(13:0_15:0_16:0),22.95,0.06,0.30%,10813756,8368838,77.40%,768.707566,[M+NH4],3227244,4662565,24085168,11780423,18824268,11425635,#N/A,1690990,#N/A
TG,TG(16:1_16:0),12.83,0.07,0.60%,2474014,1918427,77.50%,598.504116,[M+NH4],1178078,538295,260805,5474169,709489,2744273,4206935,4441414,2712665
PC,PC(19:1_16:0),17.28,0.06,0.30%,589478605,459617028,78%,774.600732,[M+H],#N/A,427670784,449367488,#N/A,231547472,109848000,#N/A,1198320384,1120117504
TG,TG(3:0_6:0_21:6),5.21,0.03,0.60%,8676235,6767502,78%,565.34996,[M+Na],1066852,3006448,375980,#N/A,9011707,11092952,18477052,16263767,10115124
PE,PE(O-36:3),17.12,0.04,0.20%,3304018,2603036,78.80%,728.558867,[M+H],3966826,773745,3441748,2960340,317017,5068065,1562156,8342250,#N/A
TG,TG(18:1_18:1),14.82,0.02,0.20%,11218919,8841082,78.80%,652.551066,[M+NH4],11530220,5526049,2845277,16599560,1088990,5074755,27114934,10010038,21180452
PE,PE(O-32:1),15.67,0.02,0.20%,38500046,30436110,79.10%,676.527567,[M+H],32813562,9017456,24636148,24634646,13493043,9184961,79284344,81986496,71449760
TG,TG(5:0_22:1),8.47,0.02,0.30%,1741323,1377401,79.10%,528.425865,[M+NH4],1918047,1257261,1154542,648435,1411658,1016427,#N/A,1499064,5025152
TG,TG(33:3_17:1),23.35,0.05,0.20%,2766045,2194366,79.30%,844.738867,[M+NH4],747391,2682085,2225777,#N/A,5273419,5422834,244762,#N/A,#N/A
TG,TG(38:10_5:0),14.13,0.03,0.20%,4689345,3724276,79.40%,734.535416,[M+NH4],4550569,1786790,462519,7458228,#N/A,1283440,4297768,11748323,5927120
LPA,LPA(16:0),3.62,0.02,0.60%,3621959,2880725,79.50%,428.277166,[M+NH4],3211879,713494,127765,4419073,408781,4549737,4716908,5412751,9037249
WE,WE(O-22:3),3.96,0.16,4.10%,15014821,11968400,79.70%,352.321006,[M+NH4],8955640,16870356,#N/A,4729982,36829292,3605189,9926707,10041328,29160076
PC,PC(38:6),14.19,0.27,1.90%,14522015,11598744,79.90%,828.551377,[M+Na],209115,599267,2966179,21947476,6435914,25086878,21924598,27228950,24299754
TG,TG(20:3_16:0)+OO:(s),10.35,0.11,1.10%,5415121,4332962,80%,665.498695,[M+H],1504449,124594,1508582,3975460,7341975,2919146,11876660,10206969,9278256
PC,PC(20:4_18:0),16.75,0.03,0.20%,12295384,9849394,80.10%,832.582677,[M+Na],2736763,14946128,6804861,#N/A,28050800,8938366,#N/A,#N/A,#N/A
WE,WE(O-33:2),8.2,0.02,0.30%,1997663,1602092,80.20%,513.464202,[M+Na],2604540,4493419,323596,2541102,3635317,84657,2872176,250042,1174122
PE,PE(32:3),14.48,0.04,0.30%,26347732,21261738,80.70%,686.475531,[M+H],49656828,6294168,13611030,41870716,3052306,16641474,#N/A,#N/A,53307604
PC,PC(O-15:0_15:0),15.2,0.06,0.40%,79548353,64250161,80.80%,692.558867,[M+H],#N/A,113896760,#N/A,152835792,#N/A,21222106,#N/A,30238752,#N/A
TG,TG(26:1_16:0)+OO:(s),19.17,0.03,0.10%,3203594,2591833,80.90%,770.650446,[M+NH4],143777,903073,1312799,6586788,2862536,3425997,3170765,2400833,8025783
DG,DG(O-13:1_23:1),18.29,0.02,0.10%,8302859,6731875,81.10%,624.592537,[M+NH4],1511810,2349942,#N/A,11960948,11612995,345552,13120274,17218490,#N/A
PC,PC(O-34:3),15.97,0.04,0.20%,54789889,44548604,81.30%,742.574517,[M+H],46042276,93936016,#N/A,#N/A,#N/A,24583300,#N/A,2651079,106736776
PA,PA(16:0_18:1),17.18,0.08,0.40%,1646209,1338788,81.30%,697.477877,[M+Na],656233,306835,1983567,481885,1528567,1702493,4501904,2008190,#N/A
PE,PE(14:0_15:0),14.7,0.02,0.10%,9270396,7551867,81.50%,650.475531,[M+H],7569368,19171186,2688570,18712840,951171,4166790,#N/A,4630598,16272649
DG,DG(16:0_19:0),19.97,0.06,0.30%,1800636,1471733,81.70%,628.587451,[M+NH4],682818,1309437,982066,4358274,756240,312715,3184889,3511022,1108264
TG,TG(32:0_14:1),23.38,0.05,0.20%,56105032,45969024,81.90%,794.723217,[M+NH4],#N/A,29991828,#N/A,122708808,21686744,50032748,#N/A,#N/A,#N/A
PC,PC(O-36:4),16.02,0.02,0.10%,120546118,98862842,82%,768.590167,[M+H],133021336,212579248,#N/A,#N/A,#N/A,16037769,#N/A,#N/A,#N/A
TG,TG(16:1_16:2_16:2),21.3,0.1,0.50%,16842406,13811232,82%,814.691916,[M+NH4],#N/A,500131,11655057,#N/A,#N/A,32429538,#N/A,#N/A,22784896
TG,TG(23:2_16:0)+OO:(s),10.97,0.02,0.20%,3352368,2752989,82.10%,726.587845,[M+NH4],1128451,1058748,1053698,4956000,989666,1296555,6273841,5780802,7633551
DG,DG(P-9:0_16:0),9.89,0.02,0.20%,6561447,5401203,82.30%,477.391431,[M+Na],3768553,3507515,3176510,12344330,4304296,1855158,9895951,17447026,2753689
DG,DG(16:0_18:3),16.79,0.03,0.20%,17144125,14129100,82.40%,613.480246,[M+Na],7402065,6358552,10199827,46247784,6110406,19974498,28784296,12075576,#N/A
MePC,MePC(35:2),18.03,0.04,0.20%,4880855,4022331,82.40%,787.608557,[M+H],#N/A,#N/A,1847023,#N/A,3352111,9443430,#N/A,#N/A,#N/A
PC,PC(39:2),17.76,0.04,0.20%,4420811,3645833,82.50%,828.647682,[M+H],3932428,2218106,4745335,#N/A,1367680,3946624,387145,11909850,6859317
PC,PC(40:6),15.63,0.03,0.20%,22437121,18615775,83%,834.600732,[M+H],12797413,1218644,11777532,31471696,13777825,9887949,47079716,17310552,56612760
DG,DG(16:0_18:3),16.79,0.03,0.20%,19877190,16506587,83%,608.524851,[M+NH4],8993434,7917378,10642712,56591928,10462921,16796402,30269124,17343618,#N/A
TG,TG(16:0_14:0_14:0),23.74,0.06,0.30%,2662663,2217623,83.30%,768.707566,[M+NH4],4086503,2170397,437304,#N/A,1492175,4276582,92103,#N/A,6083581
TG,TG(32:8_24:4),19.09,0.04,0.20%,10971121,9147987,83.40%,912.707566,[M+NH4],4120917,2634894,5937838,#N/A,17071748,9072092,28758934,#N/A,9201425
Cer,Cer(d17:0_24:0)+2O:(s),19.72,0.03,0.20%,19734478,16471226,83.50%,670.634401,[M+H],#N/A,10006832,13856740,33772528,9479477,24237896,52791412,3442181,10288761
TG,TG(16:1_18:1_18:2),23.39,0.04,0.20%,37931921,31751929,83.70%,872.770167,[M+NH4],27081572,93378224,26934028,#N/A,12319582,29946198,#N/A,#N/A,#N/A
DG,DG(O-14:1_22:3),16.11,0.19,1.20%,4994996,4179885,83.70%,603.534687,[M+H],2126041,2745243,4381939,3093613,1958106,289484,10530171,12371697,7458675
TG,TG(16:1_18:1_18:3),23.06,0.16,0.70%,105110591,88359257,84.10%,870.754517,[M+NH4],8000142,#N/A,151643296,#N/A,13872205,#N/A,#N/A,201052144,150985168
TG,TG(18:1_16:0_16:1)+O:(s),22.01,0.05,0.20%,9304200,7850534,84.40%,864.765081,[M+NH4],3393879,4661374,2722369,#N/A,20069070,6684745,21107436,6490527,#N/A
Cer,Cer(m20:0_18:0),19.91,0.01,0.10%,8300438,7039064,84.80%,580.602707,[M+H],12389015,844516,14910646,#N/A,13600889,14674718,1646269,37011,#N/A
PI,PI(16:0_17:0),14.52,0.04,0.30%,2004139,1707446,85.20%,842.575306,[M+NH4],108897,666870,812764,3033525,1403411,361103,2786268,4415871,4448546
BisMePA,BisMePA(36:6),15.31,0.02,0.10%,13126361,11191786,85.30%,738.506832,[M+NH4],25351690,8900669,27281074,5392351,2401529,5339088,3852185,30382044,9236623
CL,CL(68:3),22.88,0.05,0.20%,2550894,2184032,85.60%,1425.977098,[M+Na],2284531,283693,422255,4046738,408060,690166,4334453,5712357,4775795
PC,PC(29:2),13.35,0.04,0.30%,4293233,3680856,85.70%,710.473126,[M+Na],1399540,1427357,1984724,8380952,322707,6756331,8253109,1114823,8999550
DG,DG(O-29:7),9.67,0.04,0.40%,1612193,1386843,86%,499.378186,[M+H],1759887,686126,681342,#N/A,438551,738027,4036075,2945343,#N/A
DGDG,DGDG(18:1_18:1),16.4,0.02,0.10%,1960507,1685591,86%,962.677448,[M+NH4],#N/A,3371835,4073326,4313345,1174592,929610,199636,324881,1296832
TG,TG(14:0_15:0_15:0),23.11,0.03,0.20%,49914429,42999101,86.10%,768.707566,[M+NH4],10897448,6048588,14229223,97503496,16360986,21881294,93229384,98781344,90298096
PG,PG(38:2),17.22,0.03,0.20%,5469871,4714023,86.20%,825.561607,[M+Na],277178,2980837,1485443,7517923,2945784,11627909,11454023,#N/A,#N/A
CL,CL(66:0),22.93,0.03,0.10%,2027949,1752959,86.40%,1403.992749,[M+Na],236599,168233,1257327,4186132,737911,752566,4414187,2659578,3839013
DG,DG(O-17:2_16:0),18.73,0.05,0.30%,5181133,4482030,86.50%,582.545586,[M+NH4],1159987,787697,158528,#N/A,9229658,5647339,8334676,#N/A,10950048
