Molecule List Name,Molecule,Molecule Formula,Precursor Mz,Precursor Adduct,Precursor Neutral Mass,Mean Best Retention Time,Stdev Best Retention Time,Cv Total Area,Allium_Ursinum_OE11-E4-P14POS Sum Total Area,Auricularia_Polytricha_OE21-4-F7POS Sum Total Area,Trichomonascus_vanleenenianus_OE21-4-E8F45POS Sum Total Area,Craterellus_Cornucopioides_OE21-4-F12POS Sum Total Area,Equisetum_Arvense_OE11-E4-P11POS Sum Total Area,Ginkgo_biloba_OE11-3-E4-P27POS Sum Total Area,Labilithrix_luteola_1B3R5D0E2 Sum Total Area,Paenibacillus_Alginolyticus_2B2R5DOE2 Sum Total Area,Rhodococcus_Sp_OE11-3-E4-A1POS Sum Total Area,Thalassiosira_weissflogii_P42POS Sum Total Area,Ulva_P56POS_20240924144544 Sum Total Area,Valonia_P52POS_20240924210008 Sum Total Area
TG,TG(18:2_18:3_18:3)+O:(s),C57H94O7,891.707232,[M+H],890.699956,16.23,0.02,159.20%,3521715,0,3811235,15542644,1044001,483454,0,#N/A,#N/A,#N/A,#N/A,#N/A
MGDG,MGDG(16:0_16:2),C41H74O10,744.562024,[M+NH4],726.528199,14.3,0.03,127.60%,3411100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34036560,120407080,10721432
TG,TG(5:0_18:0_28:6)+OO:(s),C54H92O8,886.713046,[M+NH4],868.67922,16.37,0.08,84.70%,3347823,1864401,#N/A,4588015,1005553,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A
PG,PG(36:4),C42H75O10P1,788.543611,[M+NH4],770.509786,12.67,0.05,249.20%,3283804,#N/A,165076688,#N/A,463096,56503,#N/A,0,#N/A,4241714,#N/A,657547
TG,TG(18:2_18:2_18:4)+OO:(s),C57H94O8,907.702146,[M+H],906.69487,15.85,0.07,202.90%,3175085,231070,215310,#N/A,354799,#N/A,#N/A,14979,#N/A,0,0,#N/A
d5-TG,d5-TG(18:3_16:0_18:0),C55H100O6,879.817201,[M5D+NH4],861.783375,20.06,0.01,92.30%,3095053,#N/A,#N/A,0,3242413,10617119,#N/A,#N/A,4183341,#N/A,#N/A,#N/A
TG,TG(9:0_27:5),C39H64O6,646.504116,[M+NH4],628.47029,9.55,0.02,142%,3067735,59296,#N/A,1415371,#N/A,#N/A,#N/A,#N/A,#N/A,18751,116713,#N/A
PG,PG(24:7_18:4),C48H73O10P1,841.501412,[M+H],840.494136,7.2,0.05,172.80%,3004681,1223170,167334,0,#N/A,111051,#N/A,#N/A,#N/A,0,#N/A,52894
PC,PC(49:9),C57H96N1O8P1,954.694632,[M+H],953.687356,11.85,0.03,154.40%,2978640,#N/A,72424,13951424,83189,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PA,PA(18:2_16:0),C37H69O8P1,690.506832,[M+NH4],672.473006,14.65,0.03,153.50%,2807332,#N/A,325730752,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67896568,3666354
DG,DG(16:3_17:2),C36H60O5,573.451351,[M+H],572.444075,9.61,0.03,125.20%,2779996,1232075,208966,#N/A,3270363,#N/A,#N/A,#N/A,#N/A,117718,61617,57815
WE,WE(O-5:0_21:5),C26H42O2,409.307701,[M+Na],386.318481,5.77,0.04,150.20%,2736801,#N/A,#N/A,7344199,1654823,518003,#N/A,#N/A,0,#N/A,56290,90227
TG,TG(O-13:1_16:1_3:0),C35H64O5,587.464596,[M+Na],564.475375,9.23,0.05,151.90%,2691614,50946,#N/A,602211,#N/A,#N/A,#N/A,#N/A,0,#N/A,68086,648795
PEt,PEt(P-24:7_12:1),C41H65O7P1,701.454068,[M+H],700.446792,5.97,0.13,97.40%,2663736,422083,#N/A,2671458,776218,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
DG,DG(O-15:2_21:4),C39H66O4,599.503387,[M+H],598.496111,14.22,0.06,259.30%,2584945,698899904,2978801,#N/A,40448280,1988457,883931,#N/A,#N/A,#N/A,1301316,5611014
PG,PG(16:0_16:0),C38H75O10P1,740.543611,[M+NH4],722.509786,13.24,0.03,150.50%,2555926,#N/A,0,479854,0,1516155,#N/A,0,#N/A,#N/A,0,428516
PA,PA(15:0_22:4),C40H71O8P1,728.522482,[M+NH4],710.488657,12.49,0.05,150.90%,2523034,#N/A,#N/A,#N/A,0,#N/A,#N/A,243328,#N/A,#N/A,#N/A,#N/A
TG,TG(24:0_16:0_16:0),C59H114O6,936.895367,[M+NH4],918.861542,23.1,0.04,122.40%,2518027,682741,0,127060,2290425,5022839,#N/A,#N/A,#N/A,666029,125104,#N/A
MGDG,MGDG(18:4_20:5),C47H72O10,814.546374,[M+NH4],796.512549,10.97,0.03,121.50%,2504184,#N/A,#N/A,#N/A,19778,#N/A,#N/A,543254,0,205139,3958493,1443947
PEt,PEt(21:1_16:0),C42H81O8P1,783.530065,[M+K],744.566907,9.69,0.05,81.60%,2392459,9115370,6266664,3727487,#N/A,#N/A,#N/A,18717,#N/A,#N/A,#N/A,#N/A
PC,PC(38:5),C46H82N1O8P1,808.585082,[M+H],807.577806,14.49,0.05,187.10%,2369414,162206880,23141706,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,227390,#N/A
PA,PA(37:3),C40H73O8P1,730.538132,[M+NH4],712.504307,15.63,0.05,74.40%,2335103,6817292,#N/A,2382433,#N/A,6174089,#N/A,0,#N/A,#N/A,3079266,#N/A
LPA,LPA(15:0),C18H37O7P1,397.234967,[M+H],396.227691,1.67,0.04,124%,2293721,665371,464111,549169,48330,367942,0,162047,5744,4301521,4188571,2640416
PA,PA(16:1_18:3),C37H65O8P1,686.475532,[M+NH4],668.441706,12.62,0.1,108.40%,2276702,1322183,113343,#N/A,#N/A,#N/A,#N/A,#N/A,11389,0,749720,930589
PC,PC(O-34:2),C42H82N1O7P1,744.590167,[M+H],743.582891,16.46,0.05,138%,2254259,3454804,1630942,7088919,0,#N/A,7125,37200,2128215,0,#N/A,12399364
Cer,Cer(d18:1_20:2)+O:(s),C38H71N1O4,606.545586,[M+H],605.53831,16.18,0.06,270.20%,2189036,252987,165504,1749883,#N/A,56885248,4305680,7048,0,0,79141,#N/A
PC,PC(O-45:11),C53H86N1O7P1,880.621467,[M+H],879.614191,6.46,0.02,206.60%,2073041,99989,#N/A,0,17370972,#N/A,#N/A,#N/A,26613,#N/A,508531,#N/A
DG,DG(O-48:15),C51H72O4,766.576887,[M+NH4],748.543061,17.59,0.04,103.90%,2066144,#N/A,#N/A,#N/A,627884,157644,#N/A,425629,785180,311092,2406688,60457
TG,TG(15:0_18:2),C36H64O6,615.459511,[M+Na],592.47029,8.93,0.06,104.70%,2025472,#N/A,359099,#N/A,3282575,3122712,0,136720,#N/A,145994,4836298,1090021
DAP,DAP(O-8:0_O-8:0),C24H38O4,391.284286,[M+H],390.27701,7.71,0.09,115.30%,1970868,5638,#N/A,#N/A,#N/A,758132,551551,130782,#N/A,309492,#N/A,#N/A
TG,TG(12:1_6:0_15:0),C36H66O6,617.475161,[M+Na],594.48594,10.63,0.03,144.50%,1935940,20522420,11037683,0,1056546,#N/A,#N/A,#N/A,#N/A,#N/A,76912,#N/A
MG,MG(15:2),C18H32O4,330.263885,[M+NH4],312.23006,1.54,0.02,150.20%,1935584,287691,232892,8492,1361447,2895588,75517,40115,325888,505,1353,#N/A
TG,TG(4:0_16:0_16:2)+O:(s),C39H70O7,668.54598,[M+NH4],650.512155,13.02,0.02,160.20%,1903337,244523,22322304,11692950,0,67333,#N/A,#N/A,#N/A,0,2773634,41272348
PG,PG(21:4_18:3),C45H75O10P1,824.543611,[M+NH4],806.509786,5.06,0.08,98.40%,1871590,308850,873367,241129,1616147,310906,#N/A,#N/A,#N/A,#N/A,0,#N/A
DG,DG(16:2_16:3),C35H58O5,576.462251,[M+NH4],558.428425,10.44,0.03,168.40%,1866808,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1741,#N/A,#N/A,33423
PA,PA(34:4),C37H65O8P1,686.475532,[M+NH4],668.441706,12.19,0.07,202%,1864226,1632581,923844,#N/A,#N/A,25560268,#N/A,#N/A,#N/A,187244,1829889,141005
PA,PA(P-4:0_18:1),C25H47O7P1,508.339767,[M+NH4],490.305941,3.85,0.04,277.60%,1862675,#N/A,431315040,528081,2517011,24905924,1442737,84771,#N/A,#N/A,0,0
TG,TG(28:8_8:0),C39H58O6,623.430616,[M+H],622.42334,4.91,0.04,212.40%,1857538,31996,#N/A,28527316,132509,2653400,#N/A,#N/A,0,#N/A,1259554,#N/A
PG,PG(18:0_18:2),C42H79O10P1,792.574912,[M+NH4],774.541086,15.57,0.04,169.60%,1830624,#N/A,#N/A,2376143,87575,#N/A,46627,0,31332,7368645,267686,#N/A
LPC,LPC(16:1),C24H48N1O7P1,516.306061,[M+Na],493.31684,2.34,0.07,191.30%,1770046,127823,7892428,2765815,#N/A,51599,34929,0,#N/A,420119,0,0
MePC,MePC(44:7),C53H93N1O8P1,903.671157,[M+H],902.663881,12.28,0.03,104.50%,1750945,#N/A,242310,2820491,377530,#N/A,#N/A,#N/A,35050,#N/A,942113,#N/A
PA,PA(20:2_18:2),C41H73O8P1,742.538132,[M+NH4],724.504307,12.86,0.02,249.60%,1746894,45269084,417931488,2884894,198704,#N/A,#N/A,127480,#N/A,0,#N/A,0
BisMePA,BisMePA(35:3),C40H73O8P1,730.538132,[M+NH4],712.504307,15.69,0.03,138%,1738254,6817292,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,25947732,#N/A,#N/A
PI,PI(24:4_20:0),C53H95O13P1,988.684856,[M+NH4],970.651031,16.04,0.02,146.80%,1718790,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74108,#N/A,120949
DG,DG(O-18:4_18:1),C39H68O4,601.519037,[M+H],600.511761,13.81,0.04,230.50%,1714770,206745248,8179434,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,558585,354372
TG,TG(18:3_18:3)+O:(s),C39H62O7,660.48338,[M+NH4],642.449555,7.23,0.03,160.90%,1703978,444669,#N/A,#N/A,7448584,15680604,#N/A,18631,#N/A,#N/A,226033,211089
DG,DG(16:2_20:4),C39H64O5,613.482651,[M+H],612.475375,12.61,0.03,196%,1695963,#N/A,3788366,#N/A,128765,65779,0,0,#N/A,#N/A,271168,14552941
DG,DG(15:1_16:0),C34H64O5,553.482651,[M+H],552.475375,12.63,0.08,96.80%,1652493,1265482,0,422183,176183,#N/A,1760390,1679526,230504,0,#N/A,#N/A
PE,PE(38:2),C43H82N1O8P1,772.585082,[M+H],771.577806,16.08,0.03,264%,1635923,3198774016,#N/A,#N/A,237278,#N/A,108516,0,#N/A,#N/A,1772011,2451556
PS,PS(36:2),C42H78N1O10P1,788.543611,[M+H],787.536335,15.2,0.1,183.10%,1619028,#N/A,#N/A,#N/A,0,519196,0,0,0,#N/A,#N/A,#N/A
DG,DG(18:0_25:5),C46H80O5,713.607852,[M+H],712.600576,17.96,0.04,109%,1617051,0,0,0,837752,2642075,#N/A,#N/A,2136530,373914,#N/A,587457
DG,DG(20:0_18:3),C41H74O5,664.587451,[M+NH4],646.553626,16.4,0.03,145.40%,1550596,#N/A,#N/A,166715,#N/A,1429970,615,#N/A,#N/A,206990,0,0
MGDG,MGDG(20:5_22:6),C51H76O10,866.577675,[M+NH4],848.543849,12.6,0.13,135.50%,1526466,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70903808,#N/A,#N/A
LPC,LPC(16:1),C24H48N1O7P1,494.324116,[M+H],493.31684,2.34,0.06,254.50%,1508117,3299201,145938064,0,#N/A,123123,0,0,#N/A,26105586,0,2505177
PC,PC(38:4),C46H84N1O8P1,810.600732,[M+H],809.593456,15.98,0.04,239.90%,1484873,#N/A,273730496,#N/A,745589,#N/A,#N/A,0,2442773,146072,#N/A,#N/A
TG,TG(3:0_15:2_18:2),C39H66O6,631.493216,[M+H],630.48594,13.01,0.1,193.40%,1484301,91612,#N/A,11619492,#N/A,#N/A,#N/A,76469,#N/A,0,777115,1174174
WE,WE(O-40:0),C40H80O2,615.605053,[M+Na],592.615832,18.44,0.02,165%,1481582,#N/A,#N/A,#N/A,#N/A,21376,#N/A,#N/A,26678,#N/A,#N/A,#N/A
BisMePA,BisMePA(32:3),C37H67O8P1,688.491182,[M+NH4],670.457356,13.19,0.07,173.80%,1450482,#N/A,117041448,#N/A,#N/A,15878734,#N/A,0,#N/A,2857028,6578153,25149274
TG,TG(22:3_2:0)+OO:(s),C27H44O8,497.310895,[M+H],496.303619,2.55,0.02,117.90%,1444788,#N/A,#N/A,234542,2007984,704445,0,1637,#N/A,#N/A,560948,67591
TG,TG(6:0_12:0_14:0),C35H66O6,600.519766,[M+NH4],582.48594,16.15,0.02,200.50%,1429850,0,#N/A,0,886460,436399,2827940,26165,10448215,0,80529,#N/A
MG,MG(P-24:6),C27H42O3,415.320671,[M+H],414.313395,5.26,0.02,205.40%,1423633,4592763,31281934,81266,1727611,5008916,#N/A,3794,#N/A,#N/A,43852,0
WE,WE(O-10:0_17:3),C27H48O2,427.354652,[M+Na],404.365431,8.28,0.09,241.80%,1415442,#N/A,1735,89682,2068006,44832956,#N/A,#N/A,#N/A,17594,#N/A,25862
PE,PE(37:2),C42H80N1O8P1,758.569432,[M+H],757.562156,16.5,0.04,115.60%,1390519,#N/A,60750892,39749380,1545630,#N/A,18862474,#N/A,#N/A,#N/A,#N/A,4350997
SM,SM(d40:1),C45H91N2O6P1,787.668752,[M+H],786.661476,20.25,0.03,90.50%,1379568,#N/A,#N/A,0,1396229,248177,#N/A,#N/A,1631707,1091397,107768,178339
PC,PC(40:2),C48H92N1O8P1,842.663332,[M+H],841.656056,19.01,0.05,185.20%,1351527,441587,#N/A,0,#N/A,#N/A,17446,88289,#N/A,0,#N/A,0
PE,PE(36:2),C41H78N1O8P1,744.553782,[M+H],743.546506,15.85,0.06,116.70%,1322737,#N/A,9555846,#N/A,1066803,11068989,12003371,0,#N/A,1129385,212475,#N/A
TG,TG(20:1_4:0)+O:(s),C27H48O7,502.37383,[M+NH4],484.340004,3.98,0.04,232.20%,1306050,#N/A,#N/A,#N/A,#N/A,2417134,21737,0,#N/A,0,15360890,157294928
PC,PC(37:3),C45H84N1O8P1,798.600732,[M+H],797.593456,16.11,0.05,224.20%,1238350,1985018752,471637856,3735956,#N/A,#N/A,#N/A,820344,#N/A,6386135,5407698,9925936
PA,PA(24:2_16:1),C43H79O8P1,772.585082,[M+NH4],754.551257,16.6,0.03,217.20%,1208946,#N/A,#N/A,#N/A,#N/A,#N/A,829715,#N/A,#N/A,115793256,178978,497735
BisMePE,BisMePE(36:2),C43H82N1O8P1,772.585082,[M+H],771.577806,16.62,0.04,218.30%,1208946,#N/A,#N/A,#N/A,#N/A,357798,#N/A,#N/A,#N/A,115793256,178978,497735
DAP,DAP(O-20:0),C28H46O4,447.346886,[M+H],446.33961,9.38,0.04,173.30%,1181679,#N/A,#N/A,#N/A,#N/A,5861431,283100,107157,14943092,106446,#N/A,49145
PG,PG(15:2_18:2),C39H69O10P1,746.496661,[M+NH4],728.462836,7.31,0.05,320.20%,1168996,292048,40679,87301848,810016,277290,0,43183,0,41318,#N/A,154487
MGDG,MGDG(20:5_20:5),C49H74O10,840.562024,[M+NH4],822.528199,11.56,0.04,240%,1164429,0,#N/A,572796,2829233,#N/A,#N/A,#N/A,#N/A,#N/A,102375,274745280
TG,TG(P-8:0_4:0_23:3),C38H66O5,625.480246,[M+Na],602.491025,9.72,0.04,139.80%,1158538,234888,#N/A,2856753,1003775,#N/A,#N/A,#N/A,6680468,39674,#N/A,45164
DG,DG(O-16:1_18:2),C37H68O4,599.500982,[M+Na],576.511761,12.47,0.05,198.60%,1146766,711104128,#N/A,#N/A,2597747,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A
PI,PI(O-30:3),C39H71O12P1,780.502141,[M+NH4],762.468315,9.12,0.05,155%,1123993,32340,229953,#N/A,#N/A,#N/A,#N/A,378837,#N/A,5134816,#N/A,#N/A
TG,TG(39:3_18:1)+O:(s),C60H108O7,958.843332,[M+NH4],940.809506,18.09,0.04,21.80%,1064036,#N/A,#N/A,#N/A,1218894,1752045,#N/A,#N/A,1371061,#N/A,#N/A,#N/A
DG,DG(O-17:1_18:3),C38H68O4,606.545586,[M+NH4],588.511761,17.13,0.04,126.60%,1063929,#N/A,#N/A,146483,#N/A,1675062,259055,0,153317,476103,#N/A,0
PC,PC(15:1_15:0),C38H74N1O8P1,704.522482,[M+H],703.515206,14.09,0.06,257.70%,1040327,#N/A,#N/A,0,81539,#N/A,288682,207365,#N/A,89957968,428837,#N/A
TG,TG(16:2_4:0),C23H38O6,433.25606,[M+Na],410.266839,1.71,0.03,95.80%,1036667,#N/A,1525316,4590107,#N/A,341929,#N/A,75078,#N/A,625918,5169256,3289949
DG,DG(18:0_18:0),C39H76O5,625.576552,[M+H],624.569276,17.61,0.04,82.40%,994208,#N/A,#N/A,0,1309587,1783790,#N/A,#N/A,1314208,#N/A,#N/A,0
DG,DG(18:4_18:4),C39H60O5,626.477901,[M+NH4],608.444075,12.31,0.03,188.60%,986243,#N/A,#N/A,11149346,123097,#N/A,#N/A,#N/A,398621,48726276,#N/A,119919
TG,TG(O-20:6_6:0_7:0),C36H58O5,588.462251,[M+NH4],570.428425,6.92,0.02,176.20%,981361,#N/A,#N/A,9837344,#N/A,1077444,#N/A,0,#N/A,#N/A,#N/A,19764
TG,TG(O-27:8_29:8),C59H84O5,895.621097,[M+Na],872.631876,8.42,0.04,164.90%,977900,6809654,17734126,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,222853,38241
PG,PG(15:2_18:2),C39H69O10P1,729.470112,[M+H],728.462836,7.29,0.05,323%,968681,628263,1538,71061368,102707,18324,0,0,0,0,#N/A,19508
PC,PC(42:2),C50H96N1O8P1,870.694632,[M+H],869.687356,17.98,0.06,163.40%,961864,259450,71219,0,0,#N/A,#N/A,2481,0,663673,0,#N/A
WE,WE(O-4:0_22:4),C26H44O2,411.323352,[M+Na],388.334131,5.01,0.04,131.80%,948661,1764374,#N/A,296747,1633242,5532606,14439,63497,#N/A,#N/A,#N/A,#N/A
TG,TG(11:0_16:1),C30H54O6,528.425865,[M+NH4],510.39204,7.74,0.03,214.60%,907939,#N/A,#N/A,#N/A,1152213,438254,0,#N/A,10226,21559680,#N/A,#N/A
DG,DG(O-17:3_19:2),C39H68O4,601.519037,[M+H],600.511761,14.83,0.03,167.30%,882407,627366272,183321616,441138560,11630508,#N/A,0,0,#N/A,405636,2031891,#N/A
PC,PC(37:5),C45H80N1O8P1,794.569432,[M+H],793.562156,15.99,0.03,238.10%,870653,79195960,5471611,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,942717,298870
TG,TG(16:0_16:1_16:1),C51H94O6,820.738867,[M+NH4],802.705041,22.86,0.06,267.40%,870001,109452,#N/A,681479,#N/A,103738,#N/A,23379,18636,667799360,#N/A,32353904
PC,PC(27:8_18:4),C53H82N1O8P1,892.585082,[M+H],891.577806,7.39,0.03,197.90%,864633,0,103067,3596272,#N/A,8990401,#N/A,18045,#N/A,0,128591,79803
PE,PE(26:8_16:1),C47H76N1O8P1,814.538132,[M+H],813.530856,12.66,0.03,207.90%,861231,0,#N/A,0,#N/A,2150732,#N/A,#N/A,#N/A,17104116,330346,621687
DG,DG(18:2_18:3),C39H66O5,615.498301,[M+H],614.491025,12.67,0.06,172.70%,851869,#N/A,4759522,#N/A,0,258716,#N/A,14959,#N/A,#N/A,#N/A,#N/A
TG,TG(16:0_16:1_18:1),C53H98O6,848.770167,[M+NH4],830.736341,23.53,0.12,187.10%,826829,590815,35996560,831122,69528,2761,125457,15069,385546,#N/A,15054270,12676302
DG,DG(3:0_23:3),C29H50O5,501.355046,[M+Na],478.365825,8.77,0.02,275%,819417,25569,79027,#N/A,#N/A,#N/A,99616120,297835,#N/A,61246,1186959,0
DG,DG(15:1_28:7),C46H74O5,724.587451,[M+NH4],706.553626,18.4,0.03,247.20%,791261,302188832,1303460736,53961564,#N/A,199605,0,13881,209431,0,#N/A,0
PEt,PEt(P-15:2_16:0),C36H67O7P1,649.477897,[M+Li],642.462442,6.48,0.04,151.80%,790010,17435,#N/A,123970,645399,#N/A,0,#N/A,#N/A,#N/A,0,0
PC,PC(31:0),C39H78N1O8P1,720.553782,[M+H],719.546506,15.54,0.07,174.40%,782032,4668379,9339985,#N/A,265883,#N/A,0,17525,#N/A,#N/A,258051,159235
WE,WE(O-4:0_17:3),C21H36O2,343.260751,[M+Na],320.271531,3,0.03,218%,770075,#N/A,#N/A,#N/A,483720,8179571,69691,83232,#N/A,45557,#N/A,37239
TG,TG(9:0_6:0_18:3),C36H62O6,608.488466,[M+NH4],590.45464,10.62,0.05,125.20%,765927,#N/A,1582008,#N/A,#N/A,96181,#N/A,388,0,#N/A,1288259,37354
DG,DG(14:0_18:2),C35H64O5,582.509201,[M+NH4],564.475375,15.41,0.04,121%,762126,#N/A,#N/A,382348,#N/A,13622,#N/A,#N/A,19437,#N/A,#N/A,#N/A
DG,DG(21:4_24:6),C48H74O5,753.542846,[M+Na],730.553626,17.89,0.03,140.20%,756911,0,#N/A,#N/A,#N/A,#N/A,4193168,590909,616338,0,1066356,#N/A
Cer,Cer(d18:1_18:1)+O:(s),C36H69N1O4,580.529936,[M+H],579.52266,16.66,0.06,139.60%,732156,2371556,#N/A,#N/A,0,127704,2885971,0,#N/A,0,5771268,#N/A
MGDG,MGDG(22:6_16:0),C47H78O10,820.593325,[M+NH4],802.559499,14.86,0.05,60.60%,729570,#N/A,#N/A,#N/A,127222,#N/A,#N/A,#N/A,#N/A,394392,#N/A,380214
DG,DG(21:4_21:1),C45H78O5,721.574147,[M+Na],698.584926,20.88,0.1,120%,729522,#N/A,14421363,#N/A,1197091,1030966,#N/A,#N/A,680982,23388722,3117222,13147966
TG,TG(P-23:6_21:1),C47H76O5,721.576552,[M+H],720.569276,20.88,0.09,141.40%,729522,#N/A,#N/A,#N/A,1197091,1030966,#N/A,2733308,680982,23388722,3196475,16172433
DGDG,DGDG(16:2_16:2),C47H80O15,902.583548,[M+NH4],884.549722,10.25,0.05,238.70%,729272,26242,94473,168622,#N/A,#N/A,#N/A,#N/A,#N/A,61018796,#N/A,312477
TG,TG(27:2_18:3)+O:(s),C48H82O7,788.639881,[M+NH4],770.606055,16.16,0.03,186.50%,710825,#N/A,#N/A,294669664,374787,296422,0,#N/A,#N/A,0,379585600,412452
PC,PC(40:9),C48H78N1O8P1,828.553782,[M+H],827.546506,12.26,0.07,199.80%,699713,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,1655755520,#N/A,407901
TG,TG(O-17:0_2:0_5:0),C27H52O5,479.370696,[M+Na],456.381475,8.09,0.04,116.40%,697834,#N/A,34949,#N/A,#N/A,#N/A,#N/A,#N/A,96745,148521,386242,8903
DG,DG(O-19:4_18:3),C40H66O4,628.529936,[M+NH4],610.496111,16.37,0.04,133.90%,680932,#N/A,#N/A,0,3367275,7180948,181723,#N/A,#N/A,#N/A,#N/A,#N/A
DG,DG(O-17:1_18:2),C38H70O4,608.561237,[M+NH4],590.527411,17.24,0.04,199.20%,642911,1169,0,#N/A,#N/A,76270,#N/A,#N/A,#N/A,0,#N/A,45630
PI,PI(24:2_18:3),C51H89O13P1,958.637906,[M+NH4],940.60408,12.3,0.04,141.50%,636760,0,0,874262,121010,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
PI,PI(25:4_18:1),C52H91O13P1,972.653556,[M+NH4],954.61973,12.52,0.1,138.70%,604645,#N/A,#N/A,63155016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TG,TG(47:7),C50H82O6,779.618417,[M+H],778.611141,13.03,0.03,248%,597854,#N/A,0,20516296,0,838494,#N/A,#N/A,80538,#N/A,989773,0
MePC,MePC(27:7),C36H59N1O8P1,665.405106,[M+H],664.39783,5.5,0.03,195.70%,581960,0,#N/A,383707,1679199,#N/A,0,10222,0,0,73571,0
PG,PG(12:1_16:1),C34H63O10P1,663.423162,[M+H],662.415886,3.78,0.04,159.20%,574791,#N/A,0,0,498680,226623,8397,0,#N/A,234659,1596460,0
TG,TG(20:6_16:0_16:0),C55H94O6,851.712317,[M+H],850.705041,17.59,0.04,209.40%,564982,358258,4231963,35916308,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PC,PC(35:4),C43H78N1O8P1,768.553782,[M+H],767.546506,12.7,0.04,169.90%,545882,0,2573199,345421,#N/A,#N/A,#N/A,106949,#N/A,26468530,48636316,#N/A
DG,DG(16:3_20:4),C39H62O5,611.467001,[M+H],610.459725,12.05,0.1,260.20%,537119,#N/A,185826,#N/A,634369,500338,#N/A,#N/A,#N/A,1120270,698493,256084128
TG,TG(20:2_4:0)+O:(s),C27H46O7,500.35818,[M+NH4],482.324354,3.04,0.03,185.50%,536916,#N/A,0,0,507115,968165,#N/A,0,9601142,0,7006191,48936
TG,TG(3:0_15:2_18:4),C39H62O6,627.461916,[M+H],626.45464,9.85,0.05,102.90%,529593,76152,#N/A,#N/A,208386,1277969,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PG,PG(P-15:2_16:2),C37H65O9P1,702.470447,[M+NH4],684.436621,4.32,0.07,182%,507089,17918832,9385181,1183498,45851,#N/A,#N/A,#N/A,#N/A,0,0,0
DG,DG(16:3_20:5),C39H60O5,609.451351,[M+H],608.444075,10.66,0.08,259.10%,496608,132471,#N/A,2825504,335038,#N/A,#N/A,#N/A,#N/A,274696064,302128,892457
TG,TG(7:0_11:0_18:1)+OO:(s),C39H72O8,686.556545,[M+NH4],668.52272,8.94,0.06,108.40%,490031,519526,310114,#N/A,1739456,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A
DG,DG(16:3_20:5),C39H60O5,626.477901,[M+NH4],608.444075,10.66,0.04,150.30%,469165,31629,#N/A,7740802,954845,#N/A,#N/A,#N/A,#N/A,6989607,0,236
TG,TG(6:0_14:0_21:1),C44H82O6,729.600361,[M+Na],706.611141,16.68,0.02,266.80%,456989,#N/A,#N/A,0,0,332006,#N/A,51723,16036086,1263,0,#N/A
DG,DG(6:0_27:5),C36H60O5,590.477901,[M+NH4],572.444075,12.68,0.05,152.80%,452566,736601,#N/A,6901702,0,#N/A,#N/A,17936,#N/A,#N/A,3604806,259403
DG,DG(16:0_18:1),C37H70O5,612.556151,[M+NH4],594.522326,15.63,0.03,162.90%,451346,#N/A,#N/A,#N/A,133439,763750,32420,27275,46864,0,293414,2256818
PG,PG(16:1_20:1),C42H79O10P1,792.574912,[M+NH4],774.541086,15.28,0.03,220.30%,450523,#N/A,#N/A,54162284,123681,#N/A,#N/A,#N/A,0,#N/A,65671,#N/A
PA,PA(36:4),C39H69O8P1,714.506832,[M+NH4],696.473006,13.5,0.07,178.90%,442942,7881462272,447435680,16257084416,126467032,#N/A,#N/A,181470,#N/A,0,#N/A,#N/A
PG,PG(O-20:1_22:1),C48H93O9P1,862.689547,[M+NH4],844.655722,17.17,0.04,167.90%,441861,308934,#N/A,0,47158412,44062452,#N/A,38591,361411,#N/A,#N/A,#N/A
DGDG,DGDG(15:0_16:0),C46H86O15,896.630498,[M+NH4],878.596672,13.22,0.04,173.20%,437639,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
TG,TG(25:4_2:0)+OO:(s),C30H48O8,554.368744,[M+NH4],536.334919,1.73,0.03,188.80%,436851,1908764,#N/A,3794729,2021119,765087,96593,117129,#N/A,132606,#N/A,17771218
